station	date	operateur	releve	herbe	sol_nu	roche	mousse	hauteur	ciel	rq_station	taxon	entendu	vu	fauche	stade	abondance	rq_ind	altitude	data_GPS	X_WGS84	Y_WGS84
67	18/08/2019	BRAUD Yoan	1001	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus apricarius		1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1682	18/08/2019	6.745156	44.221085
67	18/08/2019	BRAUD Yoan	1001	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus biguttulus		1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1682	18/08/2019	6.745156	44.221085
376b	12/09/2019	GUIMIER Hubert	1477	83	2	15	0	15	ensoleille	Photo n�4551	Gomphocerus sibiricus	1	1		adulte	4		2428	12/09/2019	6.736324	44.259466
67	18/08/2019	BRAUD Yoan	1001	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Euchorthippus declivus	1	1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1682	18/08/2019	6.745156	44.221085
67	18/08/2019	BRAUD Yoan	1001	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Stenobothrus lineatus		1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1682	18/08/2019	6.745156	44.221085
67	18/08/2019	BRAUD Yoan	1001	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Ephippiger terrestris	1			adulte	3	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1682	18/08/2019	6.745156	44.221085
67	18/08/2019	BRAUD Yoan	1001	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Acrididae sp		1		juvenile	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1682	18/08/2019	6.745156	44.221085
67	18/08/2019	BRAUD Yoan	1002	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Arcyptera fusca	1	1		adulte	2	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1673	18/08/2019	6.745381	44.22129
67	18/08/2019	BRAUD Yoan	1002	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus biguttulus	1			adulte	2	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1673	18/08/2019	6.745381	44.22129
376b	12/09/2019	GUIMIER Hubert	1476	59	1	40	0	15	ensoleille	Photo n�4551	Gomphocerus sibiricus		1		adulte	+		2423	12/09/2019	6.736382	44.259589
67	18/08/2019	BRAUD Yoan	1002	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus scalaris		1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1673	18/08/2019	6.745381	44.22129
67	18/08/2019	BRAUD Yoan	1002	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Euchorthippus declivus		1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1673	18/08/2019	6.745381	44.22129
67	18/08/2019	BRAUD Yoan	1002	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Stenobothrus lineatus		1		adulte	2	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1673	18/08/2019	6.745381	44.22129
67	18/08/2019	BRAUD Yoan	1002	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Ephippiger terrestris		1		adulte	2	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1673	18/08/2019	6.745381	44.22129
67	18/08/2019	BRAUD Yoan	1002	100	0	0	0	35	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Acrididae sp		1		juvenile	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1673	18/08/2019	6.745381	44.22129
67	18/08/2019	BRAUD Yoan	1003	90	0	0	10	20	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Calliptamus siciliae		1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1679	18/08/2019	6.745729	44.221634
67	18/08/2019	BRAUD Yoan	1003	90	0	0	10	20	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus biguttulus	1			adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1679	18/08/2019	6.745729	44.221634
67	18/08/2019	BRAUD Yoan	1003	90	0	0	10	20	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus scalaris		1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1679	18/08/2019	6.745729	44.221634
67	18/08/2019	BRAUD Yoan	1003	90	0	0	10	20	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Euchorthippus declivus	1	1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1679	18/08/2019	6.745729	44.221634
67	18/08/2019	BRAUD Yoan	1003	90	0	0	10	20	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Psophus stridulus		1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1679	18/08/2019	6.745729	44.221634
67	18/08/2019	BRAUD Yoan	1003	90	0	0	10	20	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Stenobothrus lineatus		1		adulte	3	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1679	18/08/2019	6.745729	44.221634
67	18/08/2019	BRAUD Yoan	1003	90	0	0	10	20	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Ephippiger terrestris		1		adulte	3	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1679	18/08/2019	6.745729	44.221634
67	18/08/2019	BRAUD Yoan	1004	85	5	5	5	10	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Calliptamus siciliae		1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1691	18/08/2019	6.745816	44.221731
67	18/08/2019	BRAUD Yoan	1004	85	5	5	5	10	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus scalaris	1	1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1691	18/08/2019	6.745816	44.221731
67	18/08/2019	BRAUD Yoan	1004	85	5	5	5	10	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Euchorthippus declivus		1		melange (juveniles et adultes)	 ++	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1691	18/08/2019	6.745816	44.221731
67	18/08/2019	BRAUD Yoan	1004	85	5	5	5	10	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Stenobothrus lineatus		1		adulte	4	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1691	18/08/2019	6.745816	44.221731
67	18/08/2019	BRAUD Yoan	1004	85	5	5	5	10	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Ephippiger terrestris		1		adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1691	18/08/2019	6.745816	44.221731
67	18/08/2019	BRAUD Yoan	1005	90	2	0	3	8	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Calliptamus siciliae		1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1684	18/08/2019	6.745254	44.221578
67	18/08/2019	BRAUD Yoan	1005	90	2	0	3	8	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus biguttulus	1	1		adulte	 ++	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1684	18/08/2019	6.745254	44.221578
67	18/08/2019	BRAUD Yoan	1005	90	2	0	3	8	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Chorthippus scalaris	1			adulte	1	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1684	18/08/2019	6.745254	44.221578
67	18/08/2019	BRAUD Yoan	1005	90	2	0	3	8	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Euchorthippus declivus		1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1684	18/08/2019	6.745254	44.221578
67	18/08/2019	BRAUD Yoan	1005	90	2	0	3	8	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Psophus stridulus		1		adulte	2	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1684	18/08/2019	6.745254	44.221578
67	18/08/2019	BRAUD Yoan	1005	90	2	0	3	8	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Stenobothrus lineatus		1		adulte	 +	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1684	18/08/2019	6.745254	44.221578
67	18/08/2019	BRAUD Yoan	1005	90	2	0	3	8	ensoleille	Fermeture en cours (releves proches lisieres et espaces)	Ephippiger terrestris	1	1		adulte	2	Presence hors releve de Roeseliana roeseli, Nemobius sylvestris, Tettigonia cantans, et Oedipoda germanica	1684	18/08/2019	6.745254	44.221578
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Arcyptera fusca	1	1		adulte	2	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Chorthippus apricarius		1		adulte	 +	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
386b	12/09/2019	BRAUD Yoan	1231	85	5	5	5	7	ensoleille		Gomphocerus sibiricus	1	1		adulte	+	Presence hors releve de Arcyptera fusca	2351	12/09/2019	6.737695	44.260629
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Chorthippus scalaris		1		adulte	1	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Euchorthippus declivus		1		adulte	2	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Stenobothrus lineatus		1		adulte	2	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Stenobothrus nigromaculatus	1	1		adulte	 ++	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Anonconotus ghiliani		1		adulte	2	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
17	27/08/2019	BRAUD Yoan	1141	100	0	0	0	11	ensoleille		Ephippiger terrestris	1	1		adulte	3	Presence hors releve de Tettigonia cantans	2103	27/08/2019	6.735032	44.221625
17	27/08/2019	BRAUD Yoan	1142	100	0	0	0	14	ensoleille		Arcyptera fusca	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.735099	44.221345
17	27/08/2019	BRAUD Yoan	1142	100	0	0	0	14	ensoleille		Chorthippus apricarius		1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.735099	44.221345
386b	12/09/2019	BRAUD Yoan	1232	100	0	0	0	7	ensoleille		Gomphocerus sibiricus		1		adulte	+	Presence hors releve de Arcyptera fusca	2357	12/09/2019	6.737405	44.260695
17	27/08/2019	BRAUD Yoan	1142	100	0	0	0	14	ensoleille		Chorthippus scalaris		1		adulte	 ++	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.735099	44.221345
17	27/08/2019	BRAUD Yoan	1142	100	0	0	0	14	ensoleille		Omocestus haemorrhoidalis		1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.735099	44.221345
17	27/08/2019	BRAUD Yoan	1142	100	0	0	0	14	ensoleille		Omocestus viridulus		1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.735099	44.221345
17	27/08/2019	BRAUD Yoan	1142	100	0	0	0	14	ensoleille		Ephippiger terrestris		1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.735099	44.221345
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Arcyptera fusca	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Chorthippus apricarius		1		adulte	 +	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
386b	12/09/2019	BRAUD Yoan	1234	100	0	0	0	5	ensoleille		Gomphocerus sibiricus	1	1		adulte	3	Presence hors releve de Arcyptera fusca	2368	12/09/2019	6.737265	44.260572
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Chorthippus scalaris		1		adulte	 +	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Omocestus viridulus		1		adulte	 +	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Stenobothrus lineatus		1		adulte	2	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Anonconotus ghiliani		1		juvenile	1	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Bicolorana bicolor	1	1		adulte	1	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
386b	12/09/2019	BRAUD Yoan	1235	95	5	0	0	6	ensoleille		Gomphocerus sibiricus	1	1		adulte	+	Presence hors releve de Arcyptera fusca	2354	12/09/2019	6.737644	44.260745
17	27/08/2019	BRAUD Yoan	1143	100	0	0	0	12	intermediaire		Ephippiger terrestris		1		adulte	 +	Presence hors releve de Tettigonia cantans	2085	27/08/2019	6.73513	44.221161
17	27/08/2019	BRAUD Yoan	1144	100	0	0	0	6	couvert		Arcyptera fusca	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.734798	44.221238
17	27/08/2019	BRAUD Yoan	1144	100	0	0	0	6	couvert		Chorthippus apricarius		1		adulte	 +++	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.734798	44.221238
366	12/09/2019	BRAUD Yoan	1226	100	0	0	0	3	ensoleille		Gomphocerus sibiricus	1			adulte	1	Presence hors releve de Decticus verrucivorus et Arcyptera fusca	2413	12/09/2019	6.735566	44.258243
17	27/08/2019	BRAUD Yoan	1144	100	0	0	0	6	couvert		Chorthippus scalaris		1		adulte	 ++	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.734798	44.221238
17	27/08/2019	BRAUD Yoan	1144	100	0	0	0	6	couvert		Euchorthippus declivus		1		adulte	3	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.734798	44.221238
17	27/08/2019	BRAUD Yoan	1144	100	0	0	0	6	couvert		Stenobothrus lineatus		1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.734798	44.221238
17	27/08/2019	BRAUD Yoan	1144	100	0	0	0	6	couvert		Stenobothrus nigromaculatus		1		adulte	 +	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.734798	44.221238
17	27/08/2019	BRAUD Yoan	1144	100	0	0	0	6	couvert		Ephippiger terrestris		1		adulte	3	Presence hors releve de Tettigonia cantans	2097	27/08/2019	6.734798	44.221238
17	27/08/2019	BRAUD Yoan	1145	100	0	0	0	60	ensoleille		Arcyptera fusca	1	1		adulte	 +	Presence hors releve de Tettigonia cantans	2079	27/08/2019	6.734879	44.22142
17	27/08/2019	BRAUD Yoan	1145	100	0	0	0	60	ensoleille		Chorthippus apricarius		1		adulte	 +++	Presence hors releve de Tettigonia cantans	2079	27/08/2019	6.734879	44.22142
366	12/09/2019	BRAUD Yoan	1227	100	0	0	0	3	ensoleille		Gomphocerus sibiricus		1		adulte	1	Presence hors releve de Decticus verrucivorus et Arcyptera fusca	2408	12/09/2019	6.735535	44.258425
17	27/08/2019	BRAUD Yoan	1145	100	0	0	0	60	ensoleille		Chorthippus scalaris		1		adulte	2	Presence hors releve de Tettigonia cantans	2079	27/08/2019	6.734879	44.22142
17	27/08/2019	BRAUD Yoan	1145	100	0	0	0	60	ensoleille		Euchorthippus declivus		1		adulte	 +	Presence hors releve de Tettigonia cantans	2079	27/08/2019	6.734879	44.22142
17	27/08/2019	BRAUD Yoan	1145	100	0	0	0	60	ensoleille		Omocestus viridulus	1			adulte	 +	Presence hors releve de Tettigonia cantans	2079	27/08/2019	6.734879	44.22142
17	27/08/2019	BRAUD Yoan	1145	100	0	0	0	60	ensoleille		Ephippiger terrestris		1		adulte	 +	Presence hors releve de Tettigonia cantans	2079	27/08/2019	6.734879	44.22142
17	27/08/2019	BRAUD Yoan	1145	100	0	0	0	60	ensoleille		Acrididae sp		1		juvenile	2	Presence hors releve de Tettigonia cantans	2079	27/08/2019	6.734879	44.22142
2019-28	13/09/2019	BRAUD Yoan	1246	100	0	0	0	7	ensoleille		Arcyptera fusca		1		adulte	1		2344	13/09/2019	6.870186	44.375074
2019-28	13/09/2019	BRAUD Yoan	1246	100	0	0	0	7	ensoleille		Chorthippus biguttulus	1	1		adulte	2		2344	13/09/2019	6.870186	44.375074
366	12/09/2019	BRAUD Yoan	1228	95	0	5	0	13	ensoleille		Gomphocerus sibiricus	1	1		adulte	2	Presence hors releve de Decticus verrucivorus et Arcyptera fusca	2407	12/09/2019	6.735732	44.258381
2019-28	13/09/2019	BRAUD Yoan	1246	100	0	0	0	7	ensoleille		Omocestus viridulus	1	1		adulte	2		2344	13/09/2019	6.870186	44.375074
2019-28	13/09/2019	BRAUD Yoan	1246	100	0	0	0	7	ensoleille		Podisma dechambrei		1		adulte	1		2344	13/09/2019	6.870186	44.375074
2019-28	13/09/2019	BRAUD Yoan	1246	100	0	0	0	7	ensoleille		Stenobothrus cotticus	1	1		adulte	1		2344	13/09/2019	6.870186	44.375074
366	12/09/2019	BRAUD Yoan	1229	95	0	5	0	6	ensoleille		Gomphocerus sibiricus	1	1		adulte	++	Presence hors releve de Decticus verrucivorus et Arcyptera fusca	2409	12/09/2019	6.735795	44.258233
2019-28	13/09/2019	BRAUD Yoan	1247	95	5	0	0	6	ensoleille		Chorthippus biguttulus	1	1		adulte	+		2352	13/09/2019	6.870046	44.374928
366	12/09/2019	BRAUD Yoan	1230	100	0	0	0	7	ensoleille		Gomphocerus sibiricus		1		adulte	4	Presence hors releve de Decticus verrucivorus et Arcyptera fusca	2403	12/09/2019	6.735597	44.258547
2019-28	13/09/2019	BRAUD Yoan	1247	95	5	0	0	6	ensoleille		Chorthippus scalaris	1			adulte	1		2352	13/09/2019	6.870046	44.374928
76	11/09/2019	BRAUD Yoan	1211	95	0	5	0	4	ensoleille		Gomphocerus sibiricus	1	1		adulte	+++	Presence hors releve de Arcyptera fusca	2448	11/09/2019	6.754547	44.262584
2019-28	13/09/2019	BRAUD Yoan	1247	95	5	0	0	6	ensoleille		Podisma dechambrei		1		adulte	1		2352	13/09/2019	6.870046	44.374928
2019-28	13/09/2019	BRAUD Yoan	1247	95	5	0	0	6	ensoleille		Stenobothrus cotticus	1	1		adulte	++		2352	13/09/2019	6.870046	44.374928
76	11/09/2019	BRAUD Yoan	1212	90	5	5	0	5	ensoleille		Gomphocerus sibiricus	1	1		adulte	+++	Presence hors releve de Arcyptera fusca	2439	11/09/2019	6.754365	44.262487
2019-28	13/09/2019	BRAUD Yoan	1248	95	5	0	0	6	ensoleille		Chorthippus biguttulus	1	1		adulte	4		2353	13/09/2019	6.869998	44.375213
76	11/09/2019	BRAUD Yoan	1213	100	0	0	0	6	intermediaire		Gomphocerus sibiricus		1		adulte	++	Presence hors releve de Arcyptera fusca	2439	11/09/2019	6.75434	44.262632
2019-28	13/09/2019	BRAUD Yoan	1248	95	5	0	0	6	ensoleille		Stenobothrus cotticus	1	1		adulte	+++		2353	13/09/2019	6.869998	44.375213
76	11/09/2019	BRAUD Yoan	1214	95	0	5	0	3	ensoleille		Gomphocerus sibiricus	1	1		adulte	++	Presence hors releve de Arcyptera fusca	2436	11/09/2019	6.754478	44.262718
2019-28	13/09/2019	BRAUD Yoan	1249	95	5	0	0	7	ensoleille		Chorthippus scalaris	1	1		adulte	1		2353	13/09/2019	6.869959	44.375028
76	11/09/2019	BRAUD Yoan	1215	95	5	0	0	7	ensoleille		Gomphocerus sibiricus	1	1		adulte	+++	Presence hors releve de Arcyptera fusca	2437	11/09/2019	6.754189	44.262496
2019-28	13/09/2019	BRAUD Yoan	1249	95	5	0	0	7	ensoleille		Podisma dechambrei		1		adulte	1		2353	13/09/2019	6.869959	44.375028
2019-28	13/09/2019	BRAUD Yoan	1249	95	5	0	0	7	ensoleille		Stenobothrus cotticus	1	1		adulte	+++		2353	13/09/2019	6.869959	44.375028
2019-28	13/09/2019	BRAUD Yoan	1250	95	5	0	0	5	ensoleille		Chorthippus biguttulus	1	1		adulte	1		2347	13/09/2019	6.869805	44.37477
86	11/09/2019	BRAUD Yoan	1216	95	0	5	0	5	ensoleille		Gomphocerus sibiricus	1	1		adulte	+	Presence hors releve de Arcyptera fusca	2373	11/09/2019	6.75089	44.262145
2019-28	13/09/2019	BRAUD Yoan	1250	95	5	0	0	5	ensoleille		Podisma dechambrei		1		adulte	1		2347	13/09/2019	6.869805	44.37477
2019-28	13/09/2019	BRAUD Yoan	1250	95	5	0	0	5	ensoleille		Stenobothrus cotticus		1		adulte	+		2347	13/09/2019	6.869805	44.37477
86	11/09/2019	BRAUD Yoan	1217	85	5	10	0	4	ensoleille		Gomphocerus sibiricus	1	1		adulte	4	Presence hors releve de Arcyptera fusca	2363	11/09/2019	6.750801	44.262343
2019-27	13/09/2019	BRAUD Yoan	1241	100	0	0	0	62	ensoleille		Arcyptera fusca	1	1		adulte	1		2328	13/09/2019	6.869236	44.380727
